StoryId,Year,Month,Period,Views Total,Views Member,Views Non-Member,Reads Total,Reads Member,Reads Non-Member,,,
c90622f53d4d,2025,5,2025-05,20,1,19,6,1,5,,,
c952795f991d,2025,5,2025-05,62,7,55,18,3,15,,,
c969f9a26374,2025,5,2025-05,3,0,3,0,0,0,,,
c994c383a53d,2025,5,2025-05,526,105,421,186,51,135,,,
c9af84577fbb,2025,5,2025-05,11,1,10,2,1,1,,,
c9c1e7436a0a,2025,5,2025-05,1,0,1,1,0,1,,,
c9e441ae32b2,2025,5,2025-05,14,0,14,1,0,1,,,
ca00f0c75af7,2025,5,2025-05,0,0,0,0,0,0,,,
ca344fd2c6df,2025,5,2025-05,11,0,11,6,0,6,,,
ca96f3f614eb,2025,5,2025-05,0,0,0,0,0,0,,,
cb0a23dcc9ed,2025,5,2025-05,65,10,55,24,0,24,,,
cb0a5612105b,2025,5,2025-05,1,0,1,0,0,0,,,
cb52fc0d00e5,2025,5,2025-05,4,0,4,1,0,1,,,
cb7db2c8db0c,2025,5,2025-05,18,6,12,7,5,2,,,
cb8d227aa93a,2025,5,2025-05,26,3,23,9,1,8,,,
cb8d472ae825,2025,5,2025-05,130,18,112,81,13,68,,,
cc0ccba4db08,2025,5,2025-05,2,0,2,1,0,1,,,
cc33f7742c1e,2025,5,2025-05,4,1,3,3,1,2,,,
cc39632d330f,2025,5,2025-05,96,5,91,64,5,59,,,
cc478beee013,2025,5,2025-05,2,0,2,0,0,0,,,
ccc008a0a9f6,2025,5,2025-05,21,5,16,8,2,6,,,
cccd13493b7f,2025,5,2025-05,2,2,0,0,0,0,,,
cd3f3eb13eee,2025,5,2025-05,1,0,1,0,0,0,,,
cd48570324ce,2025,5,2025-05,45,2,43,18,0,18,,,
cdfa4ad61287,2025,5,2025-05,42,10,32,11,4,7,,,
ce008d8f2712,2025,5,2025-05,4,0,4,2,0,2,,,
ce1dd3176598,2025,5,2025-05,0,0,0,0,0,0,,,
ce549387c86a,2025,5,2025-05,18,0,18,6,0,6,,,
ce6f0187af29,2025,5,2025-05,8,0,8,3,0,3,,,
cea303622621,2025,5,2025-05,39,7,32,9,0,9,,,
cf2bb4f025f7,2025,5,2025-05,3,0,3,1,0,1,,,
cfa6bed16d44,2025,5,2025-05,24,2,22,5,2,3,,,
cfb27ebbb240,2025,5,2025-05,13,0,13,1,0,1,,,
cfc2c715d706,2025,5,2025-05,10,0,10,2,0,2,,,
cfd980104b0f,2025,5,2025-05,1,0,1,0,0,0,,,
d01b998aae2d,2025,5,2025-05,182,14,168,96,8,88,,,
d065c48d9192,2025,5,2025-05,2,1,1,1,1,0,,,
d0dd8260bade,2025,5,2025-05,279,28,251,173,16,157,,,
d0e44029e9c5,2025,5,2025-05,44,2,42,25,1,24,,,
d15dc615586f,2025,5,2025-05,54,2,52,10,1,9,,,
d1acbdd68197,2025,5,2025-05,100,0,100,0,0,0,,,
d230c54e2710,2025,5,2025-05,58,17,41,26,8,18,,,
d31016e176c7,2025,5,2025-05,18,0,18,4,0,4,,,
d34e3dd99592,2025,5,2025-05,26,5,21,8,2,6,,,
d36cd790a5a9,2025,5,2025-05,4,0,4,0,0,0,,,
d3a45895302e,2025,5,2025-05,1,1,0,1,1,0,,,
d43080d2e9a5,2025,5,2025-05,92,13,79,41,12,29,,,
d4316d18e4dd,2025,5,2025-05,199,101,98,101,53,48,,,
d444a58425d3,2025,5,2025-05,65,5,60,25,3,22,,,
d4a60143a416,2025,5,2025-05,7,1,6,2,1,1,,,
d51fefd9b267,2025,5,2025-05,77,4,73,38,3,35,,,
d52c344fab3b,2025,5,2025-05,6,0,6,3,0,3,,,
d54826fce99f,2025,5,2025-05,6,1,5,2,1,1,,,
d57435f0801b,2025,5,2025-05,1,0,1,1,0,1,,,
d5ac968e08eb,2025,5,2025-05,42,1,41,24,0,24,,,
d5c4aaa0ec05,2025,5,2025-05,1,0,1,0,0,0,,,
d61614458017,2025,5,2025-05,70,4,66,26,1,25,,,
d618b3c3ee4b,2025,5,2025-05,227,93,134,102,44,58,,,
d660447183e9,2025,5,2025-05,3,1,2,2,1,1,,,
d69db50a1eae,2025,5,2025-05,32,18,14,8,5,3,,,
d6ebcdf44c31,2025,5,2025-05,1,0,1,0,0,0,,,
d77a6f23b094,2025,5,2025-05,29,2,27,9,0,9,,,
d7cca15def4c,2025,5,2025-05,28,4,24,6,3,3,,,
d7e4ea82c6e9,2025,5,2025-05,26,5,21,9,2,7,,,
d8485cc1ed57,2025,5,2025-05,6,0,6,2,0,2,,,
d892da5c0f2f,2025,5,2025-05,517,218,299,167,97,70,,,
d9492d89fd56,2025,5,2025-05,17,1,16,4,1,3,,,
d977bc271d4a,2025,5,2025-05,32,2,30,21,1,20,,,
d9ab4181af28,2025,5,2025-05,32,8,24,5,3,2,,,
da3e7f7075f2,2025,5,2025-05,4,1,3,0,0,0,,,
da7942c54850,2025,5,2025-05,287,15,272,133,10,123,,,
da80c2237da3,2025,5,2025-05,141,82,59,73,52,21,,,
db2c37ff1bed,2025,5,2025-05,16,5,11,3,1,2,,,
db52cee2be35,2025,5,2025-05,2,0,2,1,0,1,,,
dbe1047617a0,2025,5,2025-05,51,16,35,14,7,7,,,
dc4ef42135c2,2025,5,2025-05,4,0,4,2,0,2,,,
dc9949257aa6,2025,5,2025-05,6,0,6,0,0,0,,,
dcb843157022,2025,5,2025-05,280,2,278,6,1,5,,,
dcd3674effa3,2025,5,2025-05,119,10,109,66,3,63,,,
dcf39a49b454,2025,5,2025-05,14,2,12,2,0,2,,,
dcf7b00cb6af,2025,5,2025-05,14,2,12,11,2,9,,,
dcfd7bbd0709,2025,5,2025-05,74,38,36,37,23,14,,,
dd5d14f60fb8,2025,5,2025-05,1,0,1,0,0,0,,,
dd8352c4189f,2025,5,2025-05,20,0,20,9,0,9,,,
ddd74384737f,2025,5,2025-05,26,9,17,10,6,4,,,
de1abe76c6c3,2025,5,2025-05,78,38,40,38,23,15,,,
de5c7b16db84,2025,5,2025-05,264,4,260,131,2,129,,,
de6227480c8f,2025,5,2025-05,24,1,23,5,1,4,,,
de661fb0ea88,2025,5,2025-05,19,1,18,6,0,6,,,
de779c967ecc,2025,5,2025-05,1,0,1,0,0,0,,,
deb650b508c9,2025,5,2025-05,329,6,323,223,3,220,,,
df1ec06f14f1,2025,5,2025-05,4,2,2,4,2,2,,,
df289c80b489,2025,5,2025-05,41,20,21,24,13,11,,,
df7abc7df7fa,2025,5,2025-05,0,0,0,0,0,0,,,
df8e4ef0a108,2025,5,2025-05,46,17,29,14,10,4,,,
df9d179fc444,2025,5,2025-05,1,0,1,0,0,0,,,
dfab8a337739,2025,5,2025-05,0,0,0,0,0,0,,,
dfb5480610c4,2025,5,2025-05,5,0,5,3,0,3,,,
dff8efdf50bf,2025,5,2025-05,5,2,3,4,2,2,,,
e0008f224b2d,2025,5,2025-05,43,7,36,15,3,12,,,
e049ba55035e,2025,5,2025-05,94,33,61,34,20,14,,,
e0d9e883a559,2025,5,2025-05,11,0,11,2,0,2,,,
e0dc9dc92f67,2025,5,2025-05,0,0,0,0,0,0,,,
e14b05bdfa9d,2025,5,2025-05,18,1,17,14,1,13,,,
e169256c8c24,2025,5,2025-05,5,0,5,1,0,1,,,
e1b650a10b3e,2025,5,2025-05,2,0,2,0,0,0,,,
e2b1fb396164,2025,5,2025-05,5,1,4,1,0,1,,,
e2e4d9592f1c,2025,5,2025-05,267,155,112,93,70,23,,,
e338b06f40f9,2025,5,2025-05,34,3,31,11,2,9,,,
e33eb7a3ac57,2025,5,2025-05,8,3,5,1,0,1,,,
e368266048d8,2025,5,2025-05,16,5,11,3,1,2,,,
e3916efd2588,2025,5,2025-05,27,0,27,6,0,6,,,
e39ca822908a,2025,5,2025-05,46,2,44,26,1,25,,,
e3a4e862fae2,2025,5,2025-05,381,9,372,188,5,183,,,
e3b3fa56c300,2025,5,2025-05,93,5,88,54,3,51,,,
e41e028b1973,2025,5,2025-05,35,22,13,16,14,2,,,
e42b3b85c2df,2025,5,2025-05,517,316,201,278,219,59,,,
e44741a2f107,2025,5,2025-05,114,1,113,17,0,17,,,
e481e442a7de,2025,5,2025-05,4,0,4,2,0,2,,,
e4fa684393ed,2025,5,2025-05,1,0,1,0,0,0,,,
e5091c149c1a,2025,5,2025-05,107,40,67,49,11,38,,,
e54bfd0f079a,2025,5,2025-05,37,9,28,16,6,10,,,
e54f2dd0733a,2025,5,2025-05,37,5,32,13,5,8,,,
e56eaf744ba2,2025,5,2025-05,55,10,45,14,2,12,,,
e586463abfb5,2025,5,2025-05,101,2,99,51,2,49,,,
e5b65212858b,2025,5,2025-05,8,4,4,3,1,2,,,
e612c117235f,2025,5,2025-05,377,98,279,165,65,100,,,
e619bc19310c,2025,5,2025-05,24,0,24,6,0,6,,,
e6d02156a04b,2025,5,2025-05,0,0,0,0,0,0,,,
e72ced376f9b,2025,5,2025-05,13,0,13,1,0,1,,,
e73501c025ac,2025,5,2025-05,20,10,10,10,7,3,,,
e73575aa6839,2025,5,2025-05,12,11,1,1,1,0,,,
e73e3424647d,2025,5,2025-05,1100,473,627,667,296,371,,,
e743b532abdb,2025,5,2025-05,23,1,22,7,0,7,,,
e7eab7e43835,2025,5,2025-05,1,1,0,1,1,0,,,
e99fd566b3fa,2025,5,2025-05,9,0,9,2,0,2,,,
e9a8b6a06ea2,2025,5,2025-05,0,0,0,0,0,0,,,
e9bdd5af3871,2025,5,2025-05,4,1,3,2,0,2,,,
e9d8cf45967b,2025,5,2025-05,0,0,0,0,0,0,,,
e9ed4bdf2c41,2025,5,2025-05,80,0,80,15,0,15,,,
ea420e1b49f7,2025,5,2025-05,180,2,178,99,1,98,,,
ead0ae328d21,2025,5,2025-05,8,0,8,3,0,3,,,
eb7095b78480,2025,5,2025-05,3,1,2,0,0,0,,,
eb7df09d27aa,2025,5,2025-05,8,0,8,2,0,2,,,
eba0b1cb34fa,2025,5,2025-05,32,1,31,11,1,10,,,
ebcdabd48234,2025,5,2025-05,5,0,5,0,0,0,,,
ec6331d74319,2025,5,2025-05,5,1,4,2,1,1,,,
ec87591f8f35,2025,5,2025-05,2,0,2,0,0,0,,,
ed5ed35f99ce,2025,5,2025-05,67,2,65,13,2,11,,,
ed98854feee9,2025,5,2025-05,10,4,6,3,1,2,,,
eda2474ccd35,2025,5,2025-05,49,24,25,21,12,9,,,
ee13dcc6a7bf,2025,5,2025-05,9,0,9,4,0,4,,,
ee3e0552bf69,2025,5,2025-05,36,1,35,13,1,12,,,
ee5509c07bcc,2025,5,2025-05,66,25,41,27,13,14,,,
ee60d21feca5,2025,5,2025-05,60,8,52,17,3,14,,,
ee9197913392,2025,5,2025-05,0,0,0,0,0,0,,,
eea5d6689612,2025,5,2025-05,6,3,3,0,0,0,,,
eed3144b65c8,2025,5,2025-05,23,6,17,15,5,10,,,
ef764add4c0e,2025,5,2025-05,1,0,1,1,0,1,,,
efce6e8d471f,2025,5,2025-05,69,3,66,43,0,43,,,
f01a582e4fa2,2025,5,2025-05,1,0,1,0,0,0,,,
f02fbec4f481,2025,5,2025-05,193,11,182,113,7,106,,,
f06ad2d68b81,2025,5,2025-05,3,0,3,2,0,2,,,
f11331ca8158,2025,5,2025-05,121,4,117,78,4,74,,,
f17dc9acf09b,2025,5,2025-05,56,12,44,13,6,7,,,
f1981e5853b1,2025,5,2025-05,10,0,10,2,0,2,,,
f1a69146228b,2025,5,2025-05,0,0,0,0,0,0,,,
f2583409770a,2025,5,2025-05,35,8,27,10,3,7,,,
f2878513f9f9,2025,5,2025-05,2,1,1,0,0,0,,,
f2980c837011,2025,5,2025-05,143,18,125,84,5,79,,,
f316771ef862,2025,5,2025-05,10,6,4,1,1,0,,,
f34bc60aec7c,2025,5,2025-05,4,4,0,0,0,0,,,
f3718785e718,2025,5,2025-05,140,4,136,92,2,90,,,
f3911a5f3e22,2025,5,2025-05,7,0,7,5,0,5,,,
f39d7f57e5ee,2025,5,2025-05,5,2,3,1,0,1,,,
f4832064dfe3,2025,5,2025-05,30,6,24,12,4,8,,,
f4b0afc0b802,2025,5,2025-05,5,0,5,2,0,2,,,
f4d6e335e43d,2025,5,2025-05,0,0,0,0,0,0,,,
f4f23685f887,2025,5,2025-05,14,0,14,3,0,3,,,
f52897c3c704,2025,5,2025-05,4,1,3,0,0,0,,,
f541efadcdae,2025,5,2025-05,3,1,2,1,1,0,,,
f577f7352629,2025,5,2025-05,6,2,4,2,0,2,,,
f58790932324,2025,5,2025-05,34,4,30,13,2,11,,,
f5fbcc6960a1,2025,5,2025-05,26,11,15,6,4,2,,,
f69802011509,2025,5,2025-05,7,1,6,3,0,3,,,
f6d4859a6d6d,2025,5,2025-05,0,0,0,0,0,0,,,
f73e92646f83,2025,5,2025-05,5,2,3,0,0,0,,,
f7853bc85953,2025,5,2025-05,28,1,27,16,1,15,,,
f78d496cc6f2,2025,5,2025-05,7,1,6,2,1,1,,,
f7f82d89beb7,2025,5,2025-05,30,3,27,3,0,3,,,
f8b70dbc62a8,2025,5,2025-05,6,2,4,1,0,1,,,
f8facbc45d7d,2025,5,2025-05,31,2,29,16,1,15,,,
f90041a9935c,2025,5,2025-05,5,0,5,1,0,1,,,
f90fbd654e8b,2025,5,2025-05,410,91,319,152,55,97,,,
f9fd53342a6c,2025,5,2025-05,820,556,264,430,337,93,,,
fa5864cbb84a,2025,5,2025-05,3,1,2,1,1,0,,,
fa825957dcee,2025,5,2025-05,120,18,102,32,5,27,,,
fa955635bcfb,2025,5,2025-05,239,124,115,109,82,27,,,
faa4a409b1a2,2025,5,2025-05,3,0,3,0,0,0,,,
faf67afb4ee9,2025,5,2025-05,0,0,0,0,0,0,,,
fb0659c3bcac,2025,5,2025-05,4,1,3,1,0,1,,,
fb1d9b6f6dce,2025,5,2025-05,254,94,160,89,54,35,,,
fb4545d83ed2,2025,5,2025-05,139,46,93,59,14,45,,,
fb45e28d5a69,2025,5,2025-05,11,0,11,4,0,4,,,
fb9530a7999a,2025,5,2025-05,29,11,18,6,2,4,,,
fb9744760ea6,2025,5,2025-05,5,1,4,3,1,2,,,
fc31182cc406,2025,5,2025-05,432,19,413,216,9,207,,,
fc62e3125b7a,2025,5,2025-05,4,1,3,1,0,1,,,
fcd31d28605b,2025,5,2025-05,1,1,0,0,0,0,,,
fd149d3ed1da,2025,5,2025-05,23,5,18,7,1,6,,,
fd2267627ac9,2025,5,2025-05,96,22,74,34,11,23,,,
fd6c1d615c6c,2025,5,2025-05,5,0,5,1,0,1,,,
fd927f30e995,2025,5,2025-05,0,0,0,0,0,0,,,
fdf2ca8b270d,2025,5,2025-05,17,2,15,5,2,3,,,
fe3f093671b3,2025,5,2025-05,11,2,9,4,2,2,,,
fe3f6d947529,2025,5,2025-05,5,0,5,1,0,1,,,
fef74fa1c342,2025,5,2025-05,30,18,12,17,11,6,,,
fefd60ea60a7,2025,5,2025-05,31,10,21,15,3,12,,,
fefdc425787b,2025,5,2025-05,4,2,2,2,2,0,,,
ff717dccbba9,2025,5,2025-05,60,2,58,27,0,27,,,
ffa062df1443,2025,5,2025-05,33,8,25,13,2,11,,,
ffae803a2cfd,2025,5,2025-05,12,4,8,4,1,3,,,
ffd0c38770d0,2025,5,2025-05,7,1,6,1,0,1,,,
ffddb853467b,2025,5,2025-05,9,0,9,4,0,4,,,
fff43447863a,2025,5,2025-05,12,4,8,5,2,3,,,
014a9b538f5a,2025,6,2025-06,33,5,28,11,3,8,,,
0186e4a1ae8b,2025,6,2025-06,18,2,16,9,1,8,,,
01a146aa25b6,2025,6,2025-06,354,195,159,136,88,48,,,
024a8b4b537e,2025,6,2025-06,2,0,2,0,0,0,,,
0310db2b2cc2,2025,6,2025-06,89,2,87,23,1,22,,,
036cc5c6316b,2025,6,2025-06,82,12,70,24,6,18,,,
0396501e49ef,2025,6,2025-06,9,1,8,4,0,4,,,
039d3321e4fb,2025,6,2025-06,15,2,13,3,0,3,,,
0415cc387439,2025,6,2025-06,3,0,3,0,0,0,,,
0469a186cbb8,2025,6,2025-06,59,4,55,7,1,6,,,
04838b92b99d,2025,6,2025-06,19,4,15,9,3,6,,,
04e5ea47e836,2025,6,2025-06,53,34,19,23,17,6,,,
04fbc959e422,2025,6,2025-06,2,1,1,1,1,0,,,
055a73aa962c,2025,6,2025-06,51,20,31,24,14,10,,,
0582c13f4d06,2025,6,2025-06,9,1,8,1,0,1,,,
05d480cbea36,2025,6,2025-06,40,8,32,21,5,16,,,
07a52d732907,2025,6,2025-06,3,1,2,0,0,0,,,
07a9f77035ab,2025,6,2025-06,9,0,9,6,0,6,,,
08839a0ae270,2025,6,2025-06,1,0,1,0,0,0,,,
0888f205688a,2025,6,2025-06,42,21,21,11,9,2,,,
08d598a08dff,2025,6,2025-06,3,0,3,0,0,0,,,
08f36b480442,2025,6,2025-06,23,7,16,6,4,2,,,
0926ba6bb5c6,2025,6,2025-06,147,5,142,81,3,78,,,
09471fbff910,2025,6,2025-06,11,0,11,2,0,2,,,
095372b08779,2025,6,2025-06,8,2,6,2,0,2,,,
097fafbe6a39,2025,6,2025-06,4,3,1,1,1,0,,,
09d7a6a71842,2025,6,2025-06,150,45,105,88,24,64,,,
0a7420d74fc3,2025,6,2025-06,58,27,31,27,18,9,,,
0bf699d42b05,2025,6,2025-06,64,37,27,19,13,6,,,
0c161a1184cb,2025,6,2025-06,28,3,25,9,1,8,,,
0c454ab38a5d,2025,6,2025-06,169,79,90,100,51,49,,,
0c5930596db4,2025,6,2025-06,2,0,2,1,0,1,,,
0c8b56710b32,2025,6,2025-06,7,6,1,1,1,0,,,
0c98e250a052,2025,6,2025-06,53,25,28,22,15,7,,,
0ca2bbbeccf4,2025,6,2025-06,95,37,58,56,25,31,,,
0ccb2cc843a3,2025,6,2025-06,76,4,72,43,3,40,,,
0cfc8dcf0ff7,2025,6,2025-06,6,0,6,1,0,1,,,
0d23dad53212,2025,6,2025-06,8,1,7,1,0,1,,,
0db5c11be367,2025,6,2025-06,2,0,2,0,0,0,,,
0dfe014fced3,2025,6,2025-06,29,17,12,8,6,2,,,
0e0a1f512324,2025,6,2025-06,1,0,1,0,0,0,,,
0f3e66a00484,2025,6,2025-06,1,0,1,0,0,0,,,
0f4b100b4896,2025,6,2025-06,65,10,55,23,8,15,,,
0f7db5eb9526,2025,6,2025-06,10,0,10,4,0,4,,,
0fa68a596a26,2025,6,2025-06,27,6,21,6,1,5,,,
0faf7081574c,2025,6,2025-06,109,7,102,35,3,32,,,
10007091e7ba,2025,6,2025-06,3,1,2,1,1,0,,,
107051c72d53,2025,6,2025-06,15,0,15,8,0,8,,,
1.07565E+11,2025,6,2025-06,17,1,16,3,0,3,,,
1098430b01a7,2025,6,2025-06,10,0,10,7,0,7,,,
10c3ed3999ef,2025,6,2025-06,1,0,1,0,0,0,,,
10dce582f6bc,2025,6,2025-06,14,2,12,4,0,4,,,
10dd6819aed7,2025,6,2025-06,8,6,2,4,2,2,,,
1110a87e93a4,2025,6,2025-06,9,1,8,3,1,2,,,
1113f0566156,2025,6,2025-06,7,0,7,1,0,1,,,
1120ee3cdccd,2025,6,2025-06,3,0,3,0,0,0,,,
1147212b3bdb,2025,6,2025-06,3,1,2,1,1,0,,,
11f1681d82dc,2025,6,2025-06,80,32,48,31,22,9,,,
1326853731d8,2025,6,2025-06,56,26,30,19,11,8,,,
13a9bde3aa9d,2025,6,2025-06,38,3,35,20,3,17,,,
1454d8f4bd6d,2025,6,2025-06,20,1,19,3,0,3,,,
14802ed55a26,2025,6,2025-06,61,19,42,17,7,10,,,
14894f71d7cb,2025,6,2025-06,25,6,19,8,4,4,,,
1.52648E+11,2025,6,2025-06,117,9,108,42,6,36,,,
1556c4b4064d,2025,6,2025-06,5,1,4,2,0,2,,,
15ef7ba92fd2,2025,6,2025-06,141,21,120,74,8,66,,,
1653a7710763,2025,6,2025-06,124,36,88,75,25,50,,,
16ab8bf8e14e,2025,6,2025-06,302,24,278,155,12,143,,,
16ec32e15f7b,2025,6,2025-06,4,3,1,1,1,0,,,
17089bf6597d,2025,6,2025-06,2,0,2,0,0,0,,,
1713d14aac8f,2025,6,2025-06,10,3,7,4,3,1,,,
175890dee922,2025,6,2025-06,3,0,3,1,0,1,,,
17816a2fa9fc,2025,6,2025-06,2,0,2,1,0,1,,,
1796c062cddf,2025,6,2025-06,403,18,385,222,14,208,,,
17af78b5c639,2025,6,2025-06,9,2,7,3,1,2,,,
18254f6affad,2025,6,2025-06,122,2,120,62,2,60,,,
18279b279ea5,2025,6,2025-06,7,0,7,2,0,2,,,
183482ba9d83,2025,6,2025-06,5,0,5,3,0,3,,,
18722f19f60a,2025,6,2025-06,203,8,195,120,5,115,,,
18a9930e460f,2025,6,2025-06,161,90,71,59,40,19,,,
190944b863de,2025,6,2025-06,2,0,2,0,0,0,,,
19228d7937df,2025,6,2025-06,3,0,3,0,0,0,,,
1a588e328c4e,2025,6,2025-06,583,222,361,233,102,131,,,
1ab384660146,2025,6,2025-06,2,0,2,0,0,0,,,
1adbc900adfd,2025,6,2025-06,13,1,12,5,1,4,,,
1afaae41fbf2,2025,6,2025-06,15,0,15,5,0,5,,,
1afdf86524ac,2025,6,2025-06,29,13,16,12,6,6,,,
1b0127e26306,2025,6,2025-06,466,274,192,260,203,57,,,
1b21a2b13c07,2025,6,2025-06,206,21,185,80,16,64,,,
1b21e4cc6cc2,2025,6,2025-06,25,1,24,7,1,6,,,
1b4c722b08b3,2025,6,2025-06,3,0,3,0,0,0,,,
1bcf899cb4c7,2025,6,2025-06,31,12,19,5,1,4,,,
1be2864c1afa,2025,6,2025-06,6,0,6,0,0,0,,,
1c04c1b548f7,2025,6,2025-06,32,0,32,11,0,11,,,
1c15c943243e,2025,6,2025-06,439,12,427,256,9,247,,,
1c5284e27e0e,2025,6,2025-06,8,0,8,1,0,1,,,
1c7c6bb10a23,2025,6,2025-06,11,4,7,3,2,1,,,
1cbfeb653d25,2025,6,2025-06,1,0,1,0,0,0,,,
1ce2046282f9,2025,6,2025-06,39,2,37,17,2,15,,,
1ce63a024881,2025,6,2025-06,2,0,2,0,0,0,,,
1d0a94651902,2025,6,2025-06,14,3,11,9,2,7,,,
1d2173dd33e7,2025,6,2025-06,7,1,6,3,0,3,,,
1d36f13f80b5,2025,6,2025-06,162,89,73,91,57,34,,,
1d4db6fb61ce,2025,6,2025-06,111,5,106,78,3,75,,,
1d7175d7d54e,2025,6,2025-06,77,8,69,42,5,37,,,
1d780fbc99e3,2025,6,2025-06,5,0,5,1,0,1,,,
1e325a955db0,2025,6,2025-06,91,4,87,58,4,54,,,
1e7a45046812,2025,6,2025-06,7,4,3,2,2,0,,,
1eab3c04f8c1,2025,6,2025-06,2,0,2,0,0,0,,,
1eb286471d68,2025,6,2025-06,6,0,6,0,0,0,,,
1eca2ca7fd10,2025,6,2025-06,1,0,1,0,0,0,,,
1ee4adb929e9,2025,6,2025-06,2,1,1,0,0,0,,,
1ee68f56627d,2025,6,2025-06,27,8,19,7,3,4,,,
1ef466619198,2025,6,2025-06,3,1,2,0,0,0,,,
1f9ed1b316f0,2025,6,2025-06,12,0,12,1,0,1,,,
1fb9235bf8a3,2025,6,2025-06,5,1,4,4,1,3,,,
1fbdc4292694,2025,6,2025-06,672,235,437,382,160,222,,,
1ff94afe7081,2025,6,2025-06,13,2,11,9,1,8,,,
20618b5989c0,2025,6,2025-06,88,1,87,57,0,57,,,
207f804069e3,2025,6,2025-06,14,0,14,9,0,9,,,
20c26275bd2e,2025,6,2025-06,0,0,0,30,20,10,,,
20c6e35b4991,2025,6,2025-06,8,4,4,2,1,1,,,
20cad3195595,2025,6,2025-06,0,0,0,0,0,0,,,
20d585dd1694,2025,6,2025-06,2,0,2,1,0,1,,,
20d932389e6f,2025,6,2025-06,2,0,2,1,0,1,,,
21a66d7d85c3,2025,6,2025-06,7,2,5,2,2,0,,,
21dc0f47e821,2025,6,2025-06,26,3,23,9,2,7,,,
2247d09dc0de,2025,6,2025-06,4,2,2,0,0,0,,,
2266a5fe7734,2025,6,2025-06,87,45,42,36,19,17,,,
227866fef671,2025,6,2025-06,29,11,18,5,3,2,,,
22ab47226fa6,2025,6,2025-06,26,10,16,6,6,0,,,
22b14b67f05f,2025,6,2025-06,6,1,5,1,0,1,,,
22c40aa59def,2025,6,2025-06,30,1,29,9,1,8,,,
22d1d41f725c,2025,6,2025-06,152,85,67,66,44,22,,,
22e344fc2e0b,2025,6,2025-06,4,0,4,1,0,1,,,
230a6c980ad0,2025,6,2025-06,10,1,9,1,1,0,,,
23223b1cd512,2025,6,2025-06,0,0,0,0,0,0,,,
23a5f6c3dc55,2025,6,2025-06,2,0,2,0,0,0,,,
24c56ba67783,2025,6,2025-06,0,0,0,0,0,0,,,
254a0467ba48,2025,6,2025-06,43,8,35,16,6,10,,,
254c81bc7457,2025,6,2025-06,963,29,934,573,20,553,,,
25c379f67c7d,2025,6,2025-06,47,1,46,13,0,13,,,
262c2015ca2e,2025,6,2025-06,32,2,30,21,2,19,,,
264b90c7930b,2025,6,2025-06,2,0,2,0,0,0,,,
26d90b96eb02,2025,6,2025-06,6,3,3,2,1,1,,,
2709164ee61e,2025,6,2025-06,116,68,48,41,37,4,,,
27547be63b2d,2025,6,2025-06,6,0,6,2,0,2,,,
2766af4659b8,2025,6,2025-06,147,9,138,77,7,70,,,
2838a092174d,2025,6,2025-06,157,6,151,36,3,33,,,
2847e90cf9ef,2025,6,2025-06,2,0,2,0,0,0,,,
28c878242b2e,2025,6,2025-06,6,1,5,0,0,0,,,
28d41bddcd43,2025,6,2025-06,0,0,0,0,0,0,,,
2906ebd9e17f,2025,6,2025-06,18,3,15,9,2,7,,,
29893d9af99f,2025,6,2025-06,3,1,2,1,0,1,,,
2a359c069a52,2025,6,2025-06,98,5,93,60,2,58,,,
2a40b71965f7,2025,6,2025-06,48,10,38,21,7,14,,,
2ac15e022bc2,2025,6,2025-06,41,1,40,16,0,16,,,
2ac3f33079f0,2025,6,2025-06,16,1,15,9,1,8,,,
2ae45504b423,2025,6,2025-06,4,0,4,1,0,1,,,
2afbed418f23,2025,6,2025-06,2,0,2,0,0,0,,,
2b27abd383bd,2025,6,2025-06,1,0,1,0,0,0,,,
2b3fb1e1b09b,2025,6,2025-06,18,3,15,10,2,8,,,
2b46c07cef4d,2025,6,2025-06,11,0,11,0,0,0,,,
2b78d102a24e,2025,6,2025-06,3,0,3,1,0,1,,,
2c67406e74b8,2025,6,2025-06,40,4,36,10,1,9,,,
2c77c9c5bcc6,2025,6,2025-06,56,29,27,18,12,6,,,
2cb2ea719ba5,2025,6,2025-06,5,2,3,1,0,1,,,
2cc41a12e025,2025,6,2025-06,12,0,12,7,0,7,,,
2cea048a2118,2025,6,2025-06,141,37,104,56,25,31,,,
2d8b89d141bc,2025,6,2025-06,14,10,4,5,4,1,,,
2e9a09d2b329,2025,6,2025-06,82,16,66,39,11,28,,,
2f7e0b4f8807,2025,6,2025-06,82,26,56,27,2,25,,,
2f8ace336dc1,2025,6,2025-06,41,0,41,10,0,10,,,
2fab8688d5e1,2025,6,2025-06,3,1,2,1,0,1,,,
2fe5a25fb6ae,2025,6,2025-06,21,0,21,8,0,8,,,
2feffe419c92,2025,6,2025-06,5,0,5,1,0,1,,,
30119c1bfbe4,2025,6,2025-06,18,4,14,6,3,3,,,
30d36afeed2c,2025,6,2025-06,16,1,15,9,1,8,,,
31a324e73d73,2025,6,2025-06,4,1,3,1,0,1,,,
31c019155367,2025,6,2025-06,28,1,27,12,1,11,,,
31c78f580296,2025,6,2025-06,45,3,42,11,0,11,,,
31ec638bc03d,2025,6,2025-06,47,5,42,25,4,21,,,
323177d9b28b,2025,6,2025-06,3,0,3,0,0,0,,,
326065688e11,2025,6,2025-06,7,1,6,2,0,2,,,
